formula,transition temperature
Bi1Pb1Sr1.2La0.2Cu1O6,24.0
Ga1P1,8.25
K0.21Ti1N1Br1,17.2
Co0.5Ni0.5Zr2,3.155
Sn0.961In0.027Te1,1.85
Ca0.1Ba1.65La1.25Cu3O7.01,19.5
Nb2.985Hf0.015Al1,18.0
La0.9Ca0.1Fe1P1O1,5.67
P1Sn1,2.0
Nb3Rh0.95Co0.05,1.96
Ba0.75Na0.25Ti2Sb2O1,5.015
Y0.9Ba0.1Cu1O4,81.0
Y0.9Ca0.1Ba1.9La0.1Cu4O7.8,79.0
Re1Ge2,2.7
Nb0.03Tc0.97,12.8
Y1Ba1.75Sr0.25Cu3O6.928,89.6
Zr1Ru1P0.8B0.2,5.4
Hg1Ba2Cu0.97Zn0.03O4.063,75.0
Ce1,0.85
N0.7V1,2.03
C0.54Sr2Ca0.6Y0.4Cu2.38O6.89,56.7
Tl1Ba0.6Ca0.4La1Cu1O5,14.0
Y0.9Cs0.1Ba2Cu3O6.47,91.3
Nb2.778Ti0.222Al1,13.0
Eu1.5Ce0.5Sr2Ru1Cu2O10,34.0
Y0.55Pr0.45Ba2Cu3O6.8,23.5
Er1Ba2Cu2.78Zn0.18Fe0.03O6.93,46.0
Y1Ba2Cu2.9Ni0.1O6.93,72.5
Y0.7Pr0.3Ba2Cu3O7,56.8925
Ho1Ba2Cu3O7,92.475
Mg0.55Al0.225Li0.225B2,25.6
Au1Ge1,1.35
Rh0.53Se0.47,6.0
Yb0.8Pr0.2Ba2Cu3O6.97,82.0
La1.84Ce0.16Cu1O4,1.5
Y1La0.2Ba1.8Cu3O7.62,87.9
Bi2Sr2Ca0.5Pr0.5Cu2O8.329,5.1
Sm1Fe1As0.8P0.2F0.12O0.88,15.6
Lu5Ir4Si9Ge1,6.38
Bi2Sr2Ca2Cu3O1,114.0
Au2Bi1,1.77
Eu1Ba1.3Pr0.3Sr0.4Cu3O7,30.0
Ti2In1N1,7.3
Li1Cu2P2,1.85
Pd0.26Ti0.74,1.66
V2.58Zr0.42Si1,8.8
La1.985Sr0.015Cu1O4.032,26.0
Nb3Sn0.61Al0.39,14.1
Er0.8Lu0.2Ni2B2C1,10.8
K0.8Fe1.933Mn0.067Se2,32.0
Nd2Ba4Cu7O15.38,35.0
Rh0.02U0.98,0.97
Y1Ba2Cu2.82Co0.18O7,46.0
Nb3Rh0.5Pt0.5,6.25
As2Cd1Ge1,3.02
Ca9.58Y0.42Pt3Fe10As18,18.6
Y1.01Ba2.01Cu2.906Ni0.094O6.7,71.0
Lu5Ir3.8Co0.2Si10,5.52
Re0.1Ta0.9,1.49
Fe2As2Sr4Sc1.8Ti1.2O8,28.0
La1.85Sr0.15Cu0.9Mg0.1O4,29.6
La1Fe0.95Ir0.05As1O1,7.18
Re10Zr90,4.12
Nd1Ba2Cu3O6.09,90.5
Mg0.1Pb0.9,6.61
O1.06Ti1,0.54
Sr2Y1Cu3O7.65,69.5
Co0.007V0.993,4.52
Mo30Re70,7.62
Gd0.71Sm1.14Ce0.15Cu1O4,0.01
Y1Sr2Cu2.675Ti0.325O6.6,21.0
Gd1Ba2Cu3O7.08,93.8
Cu1Co1.99Ir0.01S4,3.04
In1Sc1Au2,3.02
C0.78W0.22Si1,2.9
Bi0.625Pb0.375,8.05
Sr0.7Ba1.3Y1Cu2.8Al0.2O7.03,12.0
Al2C1Mo3,9.22
Gd1Ba2Cu2.73Fe0.27O6.98,40.0
Er1Ba2Cu3O6.953,90.9
Bi2Sr2Ca2Cu3O10.28,108.7
Ru0.77Rh0.23As1,1.88
Eu0.6Pr0.4Ba1.5Sr0.5Cu3O6.89,34.0
N0.8V1,4.54
Pb0.982Tl0.01In0.008Te1,0.818
O3Tl0.03W1,2.07
Na0.3Co1H2.6O3.3,4.5575
La0.55Pr1.3Sr0.15Cu1O4,29.6
Y1Ba2Cu2.95Fe0.05O6.64,37.4
Zr2Co0.8Ga0.2,5.29
Ta0.75V0.25,2.65
Re0.67Zr0.33,6.8
Gd1Ba2Cu2.91Fe0.09O6.94,75.0
N0.84H2.52Na1K2C60,13.0
N1Th1,3.3
C0.681Mo1,12.0
Tm1Ba1Sr1Cu3O6.94,70.0
Mo1Rb0.3S2,6.25
Ag0.8Ga0.2,6.5
Y1Ba2Cu2.9775Zn0.0225O6.93,83.0
La1.85Sr0.15Cu0.97Li0.03O4,33.5
La1.885Sr0.115Cu0.99Zn0.01O4,8.56
Ba1Fe1.86Co0.14As2,22.4
Pb1Mo6S6O2,11.7
Sr2Ho1Cu3O,62.0
La0.9Pr0.1Pt2.1B2.4C1.2,9.0
Hg0.92Ba2.05Cu1.03O4.079,79.2
Gd0.5Ca0.35Mo0.15Ba2Cu3O6.586,77.7
Bi0.26Pb0.74,8.3
Mo1Os2,5.2
Nd1.1Ba1.9Cu3O6.935,76.0
Ba0.788K0.212Fe2As2,19.0
Hg1Ba2Cu1O4.39,24.2
Sm1Fe0.9Zn0.1As1F0.2O0.8,18.2
Mg0.8Zn0.2C1.05Ni3,4.0
Y1Ni1.85Cu0.15B2C1,13.0
Nb0.45Rh0.55,3.07
Sr1Fe1.76Co0.24As2,13.5
Sb0.7Sn0.3,2.85
Hf0.906Mo0.094,2.71
Mo0.91Ti0.09,2.95
La1Rh1Sn1,1.916666667
Th1.2Sc0.8C3,7.1
La0.3Sm0.7Bi1S2F0.5O0.5,5.12
Th1Ir2Si2,2.215
La3Co4Sn11.7In1.3,4.6
Y0.85Pr0.15Ba2Cu3O6.98,79.2
La2Rh3Sn5,1.85
Gd1Fe0.7Ir0.3As1O1,11.6
Cr0.33Re0.67,2.29
La1.885Sr0.115Cu1O4,28.414
Nb3Sn0.7Sb0.3,15.8
Nd1.4Cu1O4,27.85
Y1Sr2Mo0.25Cu2.75O7.54,78.0
La1Er1Ba2Ca2Cu6O14.122,79.0
La1.85Sr0.15Cu0.9975Co0.0025O4,34.8
Y0.8Pr0.2Ba2Cu3.95Fe0.05O8,33.0
Au1.8Pd0.2In1Y1,2.27
Zr1Ru1P0.95B0.05,8.4
Y1Ba2Cu3O6.858,87.4
Gd1Fe1As1H0.3O0.7,45.9
Li0.5Hf1N1Cl1,26.0
Nb0.991Ta0.009,8.87
Y2La0.4Ba3.6Cu6O13.91,78.0
Bi1.95Sr1.65La0.4Cu1F0.2O6,30.1
Fe0.043Ru0.957,0.018
Ga41Mo8,9.7
B1Sr2Ca3Cu4O11,110.0
Na2Rb1C60,1.966666667
Mg0.98Al0.02B2,36.7
Gd1Ni0.72Bi1.91,4.2
Be0.9Ni0.1,1.48
Bi0.6Nd0.2Tb0.2Pb1Sr2Ca2Cu3O10,107.5
Sn0.756Ge0.084In0.16Te1,2.32
Tl1Ba2Ca0.9Nd0.1Cu2O7,90.8
Lu1Re1B1C1,6.1
La1.875Ba0.075Sr0.05Cu1O4,8.8
Ba1Ta2S5,3.01
Au0.15Te0.85,1.64
V2.865Fe0.135Ga1,10.1
Cd0.04In0.96,3.2595
Y0.75Eu0.25Ba2Cu4O8,78.0
U2Pt1C2,1.46
Nb50.35Zr44.45Mo5.2,9.9
La1.562Nd0.288Ca0.106Ba0.044Cu1O3.98,23.0
Y1Ba2Cu2.95Fe0.05O6.79,67.6
Y1.8Zr0.2C2.9,13.0
Nb0.8W0.2,4.68
Th1U0.001,0.785
Li2.6Ti2.7O4,10.9
Rh0.027Zr0.973,3.6
Y0.68Tb0.32Ba2Cu3O7,91.0
Eu1.6Ce0.4Sr2Ru1Cu2O10,32.0
V0.75Ge0.13Al0.12,11.3
La1Fe0.95Co0.05As1O1,12.01
Nb78.1Sn7.3Al7.3Ge7.3,12.5
B1Sr2Ca4Cu5O13,85.0
Tl0.3W1O3,2.0
Nb0.5Sn0.25V0.25,9.8
Th1,1.161428571
Li0.34Rb1Sr2Nb3O10,6.02
Lu2Ir3Si4.98Ge0.02,6.32
Ti0.8V0.2,4.125
Ir0.965Nb0.035,0.138
Cr0.03Sc0.97,3.1
Lu5Ir4Si8Ge2,6.6
Hg1Ba2Cu1O4.17,78.0
P1W3,2.76
Bi1.09Ta2Se5.09,1.8
Th1Ru3Si2,3.98
Ca0.4Ba1.15La1.45Cu3O7.12,7.6
Au0.23V0.77,0.66
Ba1Pt2As2,2.2625
Bi2Sr2Ca0.9Y0.1Cu2O8.2,89.0
Tl1Ba2Cu1O5,95.0
Cu0.86Ge0.14,0.025
V2.94Fe0.06Si1,13.4
Ce1Fe1As1F0.11O0.89,47.0
Y0.4Pr0.6Ba1Sr1Cu3O7,23.0
Y1Ba1.8Sr0.2Cu3O6.98,89.0
Yb0.6Lu0.4Ba2Cu3O6.92,89.7
Nd1.86Ce0.14Cu1O4,22.9
Bi2Sr2.2Ca0.8Cu2O8,89.9
C1Fe3,0.65
La1.65Sr0.35Cu0.9Ti0.1O4,29.9
Y0.9Ca0.1Ba2Cu2.9Zn0.1O6.81,50.0
Y1.4Th0.6C2.7,16.4
Nb2.973Zr0.027Al1,16.6
Ir0.33V2.67,1.39
Nd1Ba2Cu2.9Ga0.1O6.61,38.0
Y0.8Pr0.2Ba2Cu3O6.8,56.1
Nb50.2Zr39.4Mo10.4,8.8
Ir0.88Pd0.12,0.035
Nb5Zr2Be8,5.2
Eu1.5Ce0.5Sr2Cu2Nb1O10,23.5
La0.84Mo6Se8,9.4
U0.97Th0.03Be13,0.602666667
Ce1Co0.6Ru0.4In5,1.8
In0.05Sn0.95Te1.01,1.43
Y1Ba2Cu2.97Zn0.03O6.76,61.4
Sr0.95Ba0.05Ti1O3,0.525
Th0.9985U0.0015,0.9
Nb3Rh0.98Au0.02,2.53
La1Fe0.98Ru0.02As1F0.11O0.89,27.4
Sm0.9La0.9Sr0.2Cu1O4,34.0
Bi2Sr2Ca1Cu2O8.248,86.0
La1.67Sr0.33Cu0.94Co0.06O4,29.0
Sn0.55In0.45Te1,4.46
Ru0.95Ti0.05Sr2Gd1Cu2O8,32.2
Eu1.2Ba1.8Cu3O7.18,42.0
Y0.2Lu0.8Ir4B4,3.04
La3Co4Sn13,2.425
Ho1Sr0.4Ba1.6Cu4O8,68.1
La1Fe4P12,3.075
Nb2.85W0.15Al1,15.2
Si1V2.7Ru0.3,2.9
Nd1Ni0.89Bi2,4.1
Ba1Ag0.3Si1.7,3.2
La1.903Ba0.097Cu1O4,26.0
Ir0.93Te2,4.7
Ce0.01La0.99,3.63
Ga20.5V79.5,9.7
La1F0.5Bi1S2O0.5,9.25
C70,7.0
Zn0.035Zr1N1Br1,14.0
Th1.6Sc0.4C3,6.8
Ga0.2V0.8,12.5
Ca1K1Fe4As4,33.1
La0.75Ca0.15Pr0.1Ba1.5Sr0.5Cu3O6.845,62.0
Y1Mo6Se8,6.38
Y1Ca1Ba4Cu5N0.3C0.7O14,82.0
Zr0.935Lu0.065B12,4.77
Sr1Ga1Si1,5.0
Gd0.001Nb0.999,9.18
Hf1V2H1.6,2.2
Zr2Co0.6Ni0.4,4.2
Ba0.6K0.4Bi0.955Pr0.045O3,14.4
Nb5Si3,0.345
Nd1.3Ba1.3Ca0.4Cu3O6.912,13.0
Y1Ba2Cu2.9Zn0.1O6.93,23.0
Zr1P1.25Se0.75,6.3
Mg2Zn3,0.76
Bi1.6Pb0.4Sr2Ca2Cu3O10.34,67.1
Ru0.9Nb0.1Sr2Gd1Cu2O8,11.65
Ca10Pt3.213Fe9.787As18,4.3
Nb3Sn0.4Sb0.6,12.4
La1.7Yb0.4Ba1.7Ca0.8Cu5O11.795,76.0
N12.8Nb1,16.1
Rb0.18W1O3,4.24
La1Ba1Sr1Cu3O6.94,57.0
Ho0.97La0.03Ni2B2C1,7.44
Hg0.5Fe0.5Sr2Y0.2Ca0.8Cu2O6.63,63.5
Bi0.15In0.85,5.3
La1Fe0.918Zn0.082As1F0.28O0.68,8.2
Nd1Ba2Cu3O6.23,60.5
La98Lu0.815Tb1.185,1.248
Lu2Ir3Si4.25Ge0.75,4.6
C0.7N0.3Sr2Cu1O5.35,35.0
Bi1.4Pb0.6Sr2Ca1Cu2O8,91.0
Y0.8Pr0.15Ca0.05Ba2Cu3O6.82,80.0
H0.1Ta1S2,3.9
Hg1Ba2Cu1O4.05,73.5
Cr0.1V0.9,2.6125
Ce1Bi1S2F0.45O0.55,2.295
Er1Ni1.96Co0.08B2C1,4.2
Bi2.14F0.27S2O0.73,2.7
La1.85Sr0.15Cu0.979Co0.021O4,3.0
La1.8Sr0.2Cu0.9703Zn0.0297O4,9.0
Y0.95Pr0.05Ni2B2C1,14.05
Nb0.375Rh0.625,2.7
Hg1Ba2Cu1O4.025,20.0
Y1Ba2Cu2.85Zn0.15O6.97,39.0
Ba1Fe1.958Rh0.042As2,5.41
Ba1Fe1.85Ni0.15As2,13.93333333
Nd2Cu1F0.2O4,13.0
Mg0.94Li0.06B1.96C0.04,35.6
Ga1Nb3,16.88888889
Rh43Zr57,2.18
Cu0.5P0.5Sr2Ca1.7Y0.3Cu3O9.4,50.0
Gd0.7Ca0.15Mo0.15Ba2Cu3O6.716,86.3
Nb3Si0.5Sn0.5,8.3
Y0.9Pr0.1Ba2Cu3O6.82,82.0
Nb0.85Pd0.15,2.26
Er1Ni1.96Fe0.04B2C1,8.355
Na0.75Co0.9995Ir0.0005H2.6O3.3,4.59
Nd1.847Ce0.153Cu1O4,22.5
Nd2Cu1F0.4O4,23.0
La1.8Sr0.2Cu1H0.1O4,35.5
Ba1Fe1.952Ni0.048As2,3.463333333
Tl1Sr2Ca1Cu2O6.837,31.5
Y0.85Ca0.15Ba2Cu2.85Al0.15O6.87,90.5
La0.85Y0.15,3.06
Sr0.05Eu0.95Fe1.76Co0.24As2,2.0
Pr1Pt4Ge12,7.876
K0.8Fe1.996Cr0.004Se2,20.0
Ag1Mo4S5,7.923333333
Sm1Fe0.875Co0.125As1O1,14.3
Ba1.34Eu2Ce0.66Cu3O9.02,25.0
Nb0.4Ru0.6,2.5
Pt3Y7,0.82
Mo0.3Tc0.7,12.0
Ce1Ir0.956Pt0.044In5,0.429
Pt0.33W0.67,3.02
Pb1Nb1S3,2.46
Ba1.6Sr0.4Yb0.6Ca0.4Cu3O6.14,46.5
Dy1Rh0.56Ir3.44B4,1.29
Mo8P5,5.8
La0.87Th0.13Sn3,6.26
La1.877Ba0.123Cu1O4,23.6
Dy0.8Ca0.2Ba2Cu2.7Zn0.3O6.78,28.0
Ba1Fe1.3Ru0.7As2,19.7
Y0.95Ga0.05Ba2Cu4O8,75.0
Ba1Fe1.93Ni0.07As2,17.0
Al0.6Mg0.4,1.7
Au0.92In0.08,0.0238
Pb2Sr2Eu0.65Ca0.35Cu3O8.1,71.0
Sr2Ca12Cu24O41,6.471666667
La1.75Pr0.1Sr0.15Cu1O4,37.4
Sr1Fe1.76Zn0.04Co0.2As2,12.1
Y0.9Pr0.1Ba2Cu3O6.6,44.1
Pb0.6Tl0.4,5.8
Ba0.823K0.177Fe2As2,10.0
Au1In2,0.22
Ce1Fe1As1H0.3O0.7,44.9
O3Rb0.33W1,7.7
Au1Nb3,9.226363636
Au0.24Nb0.76,10.78
Ti55Nb30Si12B3,5.0
Si0.206V0.794,14.5
Y1Cu2B2C1,10.0
Fe1.053Se0.3Te0.7,12.5
Nb2.85V0.15Sn1,17.1
Ca1Al0.8Si1.2,4.05
Th3Ni5C5,5.0
Rh0.08Zr0.92,7.85
Y1Sr1.4Ba0.6Cu2.5B0.5O7,24.0
La0.8Ca0.2Ba1.5Sr0.5Cu3O6.794,73.0
Rb0.1Li0.05W1O2.85F0.15,3.1
Cu0.75W0.25Sr2Y1.3Ce0.7Cu2O8.81,31.5
Ta4Pd3Te16,4.38
Hf1Re2,5.203333333
Th1.4Sc0.6C3,7.2
Y0.6Pr0.4Ba2Cu3O6.929,45.05
U0.95Pt0.05,0.69
Nd0.65Pr0.35Ba1Ca1Cu3O7,10.0
Nd1Pt1.5Au0.6B2C1,1.6
Tm2Ba4Cu7O14.732,88.0
Fe0.36Ni0.64Zr2,2.04
Mo1,0.912666667
La1.5Ba1Ca0.5Cu3O7.195,74.0
Bi1.5Pb0.5Sr1.7La0.3Cu1O5.993,15.6
La1.8Sr0.2Cu0.9975Zn0.0025O4,30.2
Ca0.85K0.15Cu1Cl2O2,24.0
Y1Ba2Cu4O7.986,79.6
Th1Pd2Ge2,1.1
N1Nb1,13.54416667
Nb0.5Ti0.5,10.3
Al3Tl1,0.75
Ir0.85W0.15,0.41
Ge0.3Cu0.7Sr2Ca2.9Y0.1Cu4O11.1,89.0
B0.69Mg0.31,5.7
Y1Ba1.92La0.08Cu3O6.965,92.6
Nb3Sn0.2Ga0.8,13.1
Mg0.75Al0.25B2,30.2
Sc3.5Dy1.5Ir4Si10,4.465
Ba1Fe1.9Se3,11.0
Tl0.5Pb0.5Sr2Ca0.8Y0.2Cu2O7,105.2
Ce1Co1In4.75Cd0.25,2.13
Y0.84Sr2.16Cu2.78S0.22O7,45.0
Mo0.93Pt0.17,2.8
Nb60Mo20Si20,5.0
Ir0.53Rh0.42Te2,3.2
Ba1Fe1.8Co0.2As2,20.05
Nb0.14Ta0.86,4.76
Nb3Al0.76Ge0.24,20.4
Mo0.8Zr0.2C1,10.9
Pr2Tl2Sr2Cu3O11,43.0
Y0.8Pr0.2Ba2Cu3O7.79,65.4
Y0.95Pr0.05Ba2Cu3O6.97,91.5
La0.88Mo6Se8,10.25
Fe0.98Ni0.02Se0.82,11.3
Ca1Cu0.33Si1.67,2.3
Fe0.5Ba2Sm1Cu2.5O7.54,8.0
Re0.075Ta0.925,2.08
Sr2Ru0.9995Ti0.0005O4,1.13
Nb2.1Mo0.9Al1,8.3
Ir0.8Ru0.05Rh0.15,0.064
Nb3Rh0.98Co0.02,2.28
Y1Ba2Cu2.975Zn0.025O6.85,72.85
Tl0.5Pb0.5Sr2Ca1Cu2O7,81.8
Lu1Os2,3.49
Ca0.1La1.15Ba1.75Cu3O7.148,57.1
Mg1.9Cu0.1B12,37.3
Y1Ba2Cu2.9Ga0.1O6.8,81.0
La1.75Sr0.25Cu0.94Co0.06O4,36.4
Bi2Ni3S2,0.79
Tl1Sr2Ca1Cu2O6.825,40.0
Ba0.1Na0.9Fe2As2,18.4
Y0.6Pr0.4Ba1Sr1Cu3O6.9,60.5
Rh0.01Ti0.99,1.78
Fe1,1.0
La1Pt2,0.23
Mg1C0.965Ni3,6.3
Ba0.95K0.05Ti2Sb2O1,4.25
La1.798Sr0.202Cu1O4,30.5
Nb0.05Mo0.95C1,13.5
Nd1Fe1As1O0.9,46.9
Ce1Co1In5,2.037307692
In1Mg2,3.2
Nb81Si19,4.35
Ir0.98Nb0.02,0.115
O0.03V0.97,2.4
Y0.8Pr0.2Ba2Cu3O8.06,65.8
Ti0.4V0.6,7.38
Ti0.2V0.8,7.305
Y0.9Pr0.1Ba2Cu3O6.965,85.0
Y0.95Ca0.05Ba2Cu3O6.7,71.0
Sn0.25Ta0.25V0.5,2.8
Rh0.075Zr0.925,6.225
La3Ru4Ge13,3.9
Li1Fe0.975Co0.025As1,13.4
Dy1Ba2Cu3O6.879,86.0
La1.888Sr0.112Cu1O4,27.0
Th1Ir2Ge2,1.51
Ga1Hf2,0.21
La1Ni0.72Bi2,4.05
Ir5La1,2.13
Y1Ba2Cu2.7Zn0.3O6.92,47.2
Y2C2Br1I1,5.08
La1.1Ba1.5Ca0.4Cu3O6.82,72.0
Bi3.99Cu0.01S3O4,3.935
Au2Pb1,2.6575
La0.91Nd0.09Pt1Si1,1.73
Mg1B1.6Be0.4,20.9
Nb0.025Ti0.975,1.5
Tl0.45K0.34Fe1.84Se2,28.0
La1.9Ca0.1Cu1O3.967,20.0
Ir0.14Ru0.86,0.28
U1Rh1Ge1,0.244
Ga2La1,0.575
Pd0.49Sb0.51,1.44
Sn0.768Pb0.192In0.04Te1,2.57
H0.1Nb0.9,7.38
Nb0.95Mo0.05C1,12.1
Al0.3Ga0.7V3,13.9
Nd0.6Sm0.4Bi1S2F0.7O0.3,4.58
Ti0.7V0.3,6.463333333
Ba1Pd0.5Si1.5,0.6
Y0.8Ca0.2Ba2Cu3O6.03,43.5
Bi1.8Pb0.2Sr2Ca1Cu1.88Co0.12O8,38.8
Ta0.5V0.5,2.54
Ca1.85Cu1Cl2O2,30.0
Ca1Al1.2Si0.8,5.21
Bi4Sr3Ca1.4Y1.6Cu4O16,85.8
Y1Ba2Cu2.91Zn0.09O6.6,6.0
Ca1Ga0.74Si1.26,3.5
Ho0.5Y0.5Ni2B2C1,11.6
Pb1.12Nb2Se5.12,2.9
Ho0.75Y0.25Ni2B2C1,8.9
Fe2As2Ca5Sc2Ti2O10.5,33.0
V0.749Sb0.157Al0.094,5.1
Hg1Ba2Ca2Cu3O8.16,101.0
Sr2Nd0.3Ca0.7Cu2F1O5,73.1
Sm1Ba2Cu2.98Zn0.02O6.82,81.0
Sm1Fe0.94Ni0.06As1F0.12O0.88,18.8
C1Ir2W3,2.1
Eu0.7Pr0.3Ba2Cu3O6.66,41.0
Nb2.97W0.03Al1,18.0
Mg10Ir19B16,4.0875
H0.985Pd1,7.39
La2.91Pr0.09Tl1,7.55
La1.83Sr0.15Na0.02Cu1O4,37.0
C3La2,10.66
V3Si0.72Ga0.28,10.5
Yb1Ba2Cu4O8,78.8
Ce1Cu2Si1.98Ge0.02,0.52
Y1Ba2Cu2.85Ga0.15O7,78.49
Ir0.3Ru0.2Rh0.5,0.02
Ce1Rh0.4Co0.6In5,1.43
La1.9Sr0.1Cu1O3.98,29.5
Fe2As2Ca4Al1.34Ti0.66O6,12.5
Be13U0.9899Th0.0101,0.65
La1Fe1As1F0.13O0.87,25.4
Sn0.975Te1,0.165
Nb5Si2.6B0.4,6.4
Ba0.2K0.8Fe2As2,12.8
Y5Ir4Si10,2.906666667
Y1Ba1.46Sr0.54Cu4O8,79.5
La1.943Sr0.057Cu1O4,4.51
Ca8.38Ce1.62Pt3Fe10As18,30.5
Fe0.05Ni0.05Zr0.9,3.9
Y0.75Ca0.05Pr0.2Ba2Cu3O6.95,76.4
La1Fe1As1F0.1O0.9,25.06153846
Fe1Se0.72,8.0
Hg0.92Ba2.05Cu1.03O4.103,63.6
La1.55Er0.45Ba2Ca0.9Cu4.9O11.664,76.0
Sr1.5Ba0.5Y1Cu2.8Ge0.2O7,25.0
Hg0.8Mo0.2Ba2Ca2Cu3O8.4,131.5
La0.85Na0.15Fe1As1F0.15O0.85,28.0
Ba1Fe1.7Zn0.08Co0.22As2,8.77
Al1Gd0.003La3,4.58
Tl1Sr2Ca0.6Pr0.4Cu2O7,70.0
Mg0.915Al0.085B2,32.4
Eu1.5Ce0.5Sr2Cu2Nb1O9.955,21.0
Nb3Rh0.95Pd0.05,2.49
Ho0.6Lu0.4Ni2B2C1,9.82
La1.675Nd0.2Sr0.125Cu1O4,10.5
Nb0.5Hf0.5N0.98,7.33
K0.42W1O3,1.34
Ir0.125Os0.375Rh0.5,0.46
Y1Sr2Cu2.8Re0.2O7,55.0
Pd0.05Rh0.04Ti0.91,3.7
Ca0.95Ce0.05Ba1La1Cu3O6.91,64.8
Sn1Ta3,6.6925
La1Bi1S1Se1F0.5O0.5,3.78
Mo0.3Nb0.7,2.575
Ba1Al1Sn1,2.9
Nb3Rh0.98Pd0.02,2.5
Hg1Ba2Cu0.97Zn0.03O4.043,53.0
H0.11S2Ta1,4.2
Y0.95Ba1.95Ca0.1Cu4O8,80.0
Ce0.987Yb0.013Co1In5,2.13
Cu0.5C0.5Ca3Cu2O6.6,57.0
Nb1C0.5N0.42,17.0
Bi3La5,0.64
Al2Mg2,0.84
Y2Ba4Cu7O14.95,67.0
Lu2Ir3Si4.95Ge0.05,6.75
Pd1Te2.3,1.85
Er1Ba2Cu2.88Co0.12O6.78,46.0
Dy0.85Tm0.15Ni2B2C1,2.3
Sm1Fe1As1O0.85,53.23333333
Ce1Fe1As1F0.08O0.92,27.6
Os0.02Re0.98,1.807
N0.74H2.22Na1Rb2C60,17.0
Y1La2Ba3Cu6O14.53,25.6
La1.73Sr0.27Cu0.94Mn0.06O4,37.0
Y1Ba2Cu3H0.69O6.91,85.7
La1.725Nd0.15Sr0.125Cu1O4,12.5
Y0.6Pr0.4Ba2Cu3O6.5,14.9
Fe22U78,0.98
Ca10Pt4.2Fe9.8As18,30.0
La1Fe1P0.6As0.8F0.1O0.9,25.3
Nb0.75Al0.23Ge0.02,19.2
B5Nb1.9Sc0.1,6.6
Dy1Ir2Rh2B4,4.64
Th1Sc1C3,6.5
C0.9Nb1,5.0
Pb0.5Cu0.5Sr0.8La1.2Cu1O5.16,28.0
Y1Ba2Cu3O6.346,12.3
La1Fe0.875Co0.125As1O1,6.6
Bi0.525Pb0.32Sn0.155,8.68
Lu2Ir2.7Rh0.3Si5,3.1
Li2Pt3B1,2.728
Y1Ni1.7Pd0.3B2C1,10.7
Hf1Pd2Al1,3.66
Ti0.33Zr0.66,1.35
Ca8Mg1.5Ti4.5Fe2As2O9.5,40.0
Y2Ba4Cu7O14.38,50.0
Ba0.49K0.51Fe1.79Co0.21As2,15.0
La1Si10,6.7
C1.45Y1,11.5
Sr1Pd2Si0.02Ge1.98,2.76
Nb3Al0.9B0.1,19.8
Y0.9Ca0.1Ba2Cu2.9Co0.1O6.84,69.5
Lu5Ir4Ge10,2.55
Al0.33Ge0.67,1.75
Er1Ba2Cu3O6.15,35.0
Au0.5Ge0.5,3.6
Au0.16Te0.84,1.71
La1.84Ba0.16Cu0.99Zn0.01O4,12.4
Ge0.15Nb3Pb0.15Sn0.7,17.82
Y0.9Tb0.1Ba2Cu3O7,91.0
Y1Ba1.85Cu2.85Co0.15O6.94,55.0
Ru0.475V0.525,3.12
Mo2N1,5.1
Mo0.95Hf0.05C0.68,9.87
Nd1.83Ce0.17Cu1O4,12.8
Fe1.03Te0.7Se0.3,12.7
La0.06Si1V2.94,15.92
Zr2Co0.3Ni0.7,1.87
Ir0.58Rh0.36Se2,9.6
Ir0.1Nb0.9,2.3
Th1Pt2B2C1,6.6
Tm0.95Ca0.05Ba2Cu4O8,84.8
Au1Lu1,0.185
Sn0.576Pb0.384In0.04Te1,0.4
Er1Ba2Cu2.94Co0.06O6.8,73.0
Au0.84In0.16,0.035
Gd1Ba1.98Cu3.05O7,89.4
Ca24Al28O66,0.195
Ce1Co1In4.86Sn0.14,0.556
Y1Ba2Cu2.98Co0.02O6.9,93.4
La0.5Th0.5Ni1C2,7.9
Eu1.2Pr0.8Ba4Cu7O14.788,52.0
Re16Zr84,3.32
Pd50.93625Fe0.06375Sb49,1.22
La1.8Nd0.2Cu1O4.086,35.9
Hg1.4Tl0.6Ba2Y0.9Ca0.1Cu2O7.88,37.0
Lu0.55Tm0.45Ru1B2,2.94
Cu0.14Bi2Te3,6.0
Pr1Fe1As1H0.6O0.6,49.7
K0.4O3W1,1.5
La0.1Th0.9,1.48
Hg1Ba2Cu1O4.15,97.0
Tc0.3W0.7,5.75
Y1Cu2.97Zn0.03O7,81.5
Eu1.8Pr0.2Ba4Cu7O14.779,68.0
Y1Ir1Si1,2.7
La1Fe1As1H0.7,32.5
Ti0.64Nb0.26Ta0.1,8.56
Nd2Cu1F0.24O3.76,27.0
Mo0.9V0.1C1,13.3
Y0.9La0.1Ba2Cu3O6.97,91.0
Mo0.42Re0.58,7.375
U1Ni1.95Al3.05,0.16
La1Fe1As0.9Sb0.1F0.2O0.8,28.6
Nb25Zr75,8.3
La2Cu1O4.075,45.0
La1.842Nd0.008Sr0.036Ba0.114Cu1O3.98,31.7
Y1Ru3Si2,3.51
Y1Ba2Cu2.97Co0.03O6.96,92.0
Bi2Sr1.9Y0.1Ca1Cu2O8.24,94.0
Pd0.07Ti0.93,3.26
La0.93Nd0.07Pt1Si1,2.29
Hf2Ni1,0.87
Y0.65Ca0.35Sr2Cu2Ga1O6.99,27.0
